SId,CId,Marks
79226,59,64
48045,74,87
4294,48,47
55199,14,49
31837,65,55
88716,80,98
79412,50,83
277,31,76
78445,82,46
32240,17,43
45682,41,51
9541,56,58
91,11,39
55186,8,45
37001,21,45
216,20,76
87297,41,68
85368,89,86
28892,17,94
44528,23,100
87093,100,55
45069,79,62
18269,8,47
61027,92,87
5669,44,89
80773,45,79
2800,83,39
27319,25,35
5398,77,93
19545,95,91
27375,13,42
59259,39,86
26723,97,35
71661,15,63
85161,32,62
47810,56,98
84633,16,82
57668,95,51
85564,88,81
42791,88,46
47207,75,82
40145,47,39
1091,59,76
77071,79,62
2071,55,38
37847,81,48
57100,97,88
23114,5,41
15313,58,55
62124,16,78
50303,33,43
331,81,75
8088,99,40
69360,74,44
51395,15,90
9987,35,72
19339,68,48
21878,79,47
72791,82,37
62338,7,77
10450,4,57
64062,1,69
42091,96,72
62576,16,59
8340,62,67
31639,68,70
24267,66,74
67512,10,62
46115,47,96
54238,14,46
35259,36,66
68833,29,100
70595,25,88
20111,27,99
59147,1,44
76267,60,51
71790,80,94
84834,10,92
63749,13,76
8024,49,96
51274,8,67
51387,69,59
12375,68,75
18029,37,76
68906,2,72
45561,60,97
72520,53,99
17481,3,86
46222,54,45
53145,52,95
28168,63,47
19601,4,88
84119,50,64
12436,20,87
58524,62,81
74653,51,42
52297,86,52
42302,12,75
72718,41,85
25976,75,65
76383,88,84
51035,88,44
65134,56,62
39670,68,86
1142,12,35
73368,42,85
33001,27,79
55206,46,47
14072,69,55
37230,62,73
3499,15,39
8740,59,71
64342,94,86
22153,85,88
26455,86,43
3195,53,87
47831,23,94
9087,50,93
80602,12,37
37254,64,71
18201,97,66
7156,44,36
58077,98,46
53369,54,41
74114,7,76
58037,76,89
36782,91,77
12652,1,59
48428,62,91
56530,81,89
6208,45,89
86939,67,58
89363,26,67
36681,60,84
86472,7,69
4543,92,59
23147,53,100
53906,85,63
80871,43,91
50618,43,59
53035,66,84
84512,13,48
27008,72,68
77643,83,84
62962,57,37
86574,68,44
13502,40,84
50425,49,73
72343,70,41
24261,7,57
23192,57,42
38440,52,69
25933,86,45
28966,31,79
47018,78,98
3871,36,55
35948,59,49
6737,61,60
27012,98,44
34760,88,67
47058,78,41
50794,8,57
18015,92,78
25208,91,100
40057,35,45
22090,69,79
36870,7,97
40832,33,99
72358,11,54
63007,34,47
47997,9,70
58066,19,87
26251,69,88
31375,28,44
78411,83,65
59283,82,70
56015,34,99
58344,56,82
25488,22,50
2655,65,96
83436,58,84
43906,65,98
70185,53,93
13735,30,97
23414,18,63
31058,16,91
58489,31,65
87960,71,63
52021,74,96
72078,12,75
78604,17,54
31338,2,42
60509,75,54
84922,20,47
54401,59,40
3451,90,40
39074,37,37
72430,28,93
61739,19,93
62160,52,70
20437,49,68
24911,4,91
7650,95,40
67960,63,83
4559,44,38
46180,97,60
9630,18,49
60950,52,69
68064,92,67
4808,61,71
27509,55,88
44846,76,89
65166,29,37
38544,31,58
33125,55,85
86059,58,50
61289,31,35
1419,27,55
22784,57,86
20494,43,37
42820,18,89
17490,78,98
18314,13,42
35018,29,71
14509,70,73
29227,64,52
81221,45,96
24025,77,94
71169,43,56
21508,48,45
23122,86,58
49965,20,62
1770,95,73
4397,33,99
31651,13,91
67995,23,71
23446,86,60
53717,7,44
37485,18,90
61575,10,56
51143,42,69
29312,65,47
52960,90,72
16749,36,41
58985,88,38
34109,85,69
11811,77,45
15649,73,86
89379,55,66
14971,85,48
55577,68,75
34365,33,40
25167,53,44
32056,37,93
59567,14,93
34024,74,93
65041,3,75
50050,65,53
78718,59,94
42840,92,93
71501,64,47
18813,60,87
66356,37,82
57691,63,94
31635,84,92
48111,75,100
18132,18,73
64537,38,57
17291,31,75
54580,48,64
38957,20,99
60488,97,69
64602,61,39
27002,3,94
68642,60,50
84187,38,96
21771,31,55
51652,49,54
25573,87,60
23024,78,40
70532,100,77
52654,83,73
2928,23,96
88536,43,71
14787,90,94
47537,54,90
84825,22,91
68720,35,42
42535,16,71
67183,5,48
54815,95,56
44159,95,35
53722,86,56
5604,59,72
69850,66,62
10859,63,58
46206,38,51
79550,93,94
10522,83,85
64398,30,44
83884,48,97
70845,76,98
9085,70,67
73462,21,95
63407,25,41
5907,68,60
30173,56,61
46391,15,74
82873,87,71
26867,4,96
55252,3,75
37385,14,47
36720,68,43
22442,29,100
3545,91,97
5807,76,52
2389,28,70
61378,28,96
60977,85,77
46390,1,45
58623,43,83
55505,100,43
77296,85,74
59356,6,79
70651,95,99
12277,13,66
45897,96,60
77223,33,87
40830,52,74
43173,6,44
26683,61,83
36167,31,39
17795,94,80
64378,7,96
26453,32,98
8623,24,45
1355,48,49
22856,19,87
39944,27,62
34027,57,97
28758,4,99
79617,88,35
16249,53,86
84107,100,36
57787,12,58
32373,40,87
48297,87,37
12666,13,57
87406,19,85
38448,87,77
11373,15,63
7366,94,37
9529,81,41
70773,21,62
26840,62,99
658,2,85
13639,6,85
80067,94,85
15182,50,89
10503,44,52
51397,54,96
62224,50,45
51419,88,49
88268,79,47
39408,90,44
79412,30,65
15404,97,40
1567,19,42
71029,31,70
73476,51,80
21343,15,70
54863,62,60
30956,11,65
74723,95,59
6073,95,85
85745,49,43
3551,64,91
19252,69,49
17896,24,75
2863,91,90
81761,89,63
48364,63,48
23703,17,88
83282,26,40
43048,14,40
26071,16,85
89527,51,85
42207,28,85
34051,75,89
18473,7,97
57980,11,90
11941,38,35
25260,83,90
73713,6,48
54299,36,53
29281,58,63
20208,39,86
10269,18,93
78426,17,64
67087,73,51
52779,53,100
1560,52,60
74341,63,82
21476,82,67
76238,70,81
50204,73,88
86291,27,99
1010,74,58
58934,94,51
19236,45,97
57479,26,57
35093,5,65
79184,56,37
4037,58,45
29714,84,42
68901,26,50
54799,20,48
9833,19,63
22565,8,73
87743,93,75
74828,52,91
68133,2,41
5435,75,81
19919,52,99
20552,83,80
12090,31,55
80184,20,93
10845,60,57
12615,63,69
77035,4,73
78965,36,72
39885,19,78
72228,90,68
16418,16,87
51843,27,63
76628,8,47
79873,46,84
80134,81,95
76305,36,76
8864,42,92
87614,68,38
18419,99,83
72406,61,40
17567,56,98
17960,63,52
35305,83,100
36474,77,78
42502,16,42
34773,62,35
20769,33,87
43100,23,87
11205,55,43
88222,17,70
4531,13,44
84206,7,70
51714,65,71
29600,3,80
58999,82,70
48782,89,88
61613,39,70
46226,59,76
17094,86,55
51452,38,54
62752,69,60
22492,59,87
15223,65,84
59752,66,48
45417,77,48
33365,84,37
27194,51,80
21331,66,54
9881,41,65
74265,18,54
17838,38,85
52768,95,70
22999,98,80
61179,61,49
62380,53,45
76189,7,35
2673,59,79
27754,15,93
45647,81,52
29835,63,95
62108,81,41
4353,75,39
51292,73,86
24753,80,42
5712,95,42
54478,76,41
72402,7,92
72906,24,99
61666,83,85
52910,49,92
54555,83,91
8194,62,80
14291,46,52
48432,20,89
47329,46,98
9977,82,86
68786,53,63
14409,86,64
16320,4,77
62251,59,93
67295,44,86
19070,37,84
83354,35,61
36724,22,35
36341,58,56
14098,79,59
41707,60,73
56514,22,94
2904,51,84
16939,70,78
85432,40,98
43897,1,56
73653,1,94
27466,15,76
77446,32,65
66748,67,84
34280,29,47
35393,62,56
47567,77,93
15408,67,79
66633,93,61
7984,87,94
11911,88,42
9270,72,79
1692,39,94
19406,53,44
26860,95,63
48251,9,48
37549,41,74
79462,29,42
5610,85,48
3176,11,61
25246,67,90
32692,1,39
87505,24,70
34846,10,76
47155,14,44
31208,68,41
66193,40,63
3359,56,74
65595,6,58
87242,15,81
33472,93,64
79198,71,95
60980,65,72
84278,67,41
87156,71,72
25238,59,80
83313,45,58
28024,77,50
24762,43,82
33046,41,72
36846,84,39
28123,88,55
39589,36,86
80507,81,77
28225,30,51
56052,78,100
70895,100,46
19861,6,35
76944,7,84
40985,28,70
60141,23,70
71942,82,69
45449,43,95
7037,18,51
83490,63,73
25281,63,97
78207,30,81
38072,48,68
9363,38,83
61009,54,78
19483,83,88
17374,93,100
77853,40,83
1099,61,61
62450,73,38
86023,7,89
15517,90,42
24839,58,54
86525,21,89
36998,73,64
56077,99,41
33737,27,77
58561,13,44
41186,76,48
47145,58,89
84127,71,75
23103,38,94
83911,10,46
5842,52,52
59645,54,95
80442,48,55
41882,75,39
72655,77,70
14407,90,90
17628,39,49
16148,25,92
13554,14,98
78800,73,69
53168,82,100
83044,46,46
56707,72,81
88283,58,68
9111,43,95
6249,94,52
74233,24,59
38450,47,68
83227,94,36
10251,59,39
63993,85,60
65761,7,55
82021,50,97
9898,14,94
26694,62,85
86627,55,84
10374,17,97
30461,72,75
52131,15,43
6849,90,67
29893,51,70
23403,33,83
26314,16,94
21069,76,64
44503,100,43
60037,30,57
26527,57,84
50742,37,35
23645,95,40
26024,3,100
46438,100,51
8284,25,69
3632,71,86
2106,34,64
28200,63,46
5933,17,87
80547,71,92
87992,45,61
68369,31,70
84665,12,89
68848,87,50
11952,65,94
57403,93,38
81736,21,76
4368,38,69
73099,11,68
69027,70,62
34586,30,57
63509,44,57
82728,97,87
78241,58,85
88559,59,78
65467,99,82
31619,98,63
58385,47,91
7940,63,63
8347,15,100
6378,16,100
2868,33,95
33519,61,35
57925,23,99
63476,20,44
9005,24,49
69338,40,43
32127,31,44
42486,11,78
85859,80,60
9838,67,71
84940,72,35
35748,25,74
8680,11,61
13970,6,48
3384,13,65
21205,42,86
61114,52,37
27213,53,59
56095,98,87
18274,62,100
13568,90,90
15043,26,53
40370,88,89
79317,21,36
4483,14,36
42966,23,44
24468,1,41
66462,79,58
59342,4,60
68929,61,90
72818,60,40
779,76,45
15477,38,57
55402,27,76
19931,87,49
84761,51,46
5673,39,93
53099,51,86
4323,84,48
18123,23,43
86265,85,56
14948,77,43
4854,18,74
60371,100,70
53735,11,76
82336,55,76
74726,51,90
80625,12,67
64658,40,40
68174,31,96
84068,81,66
49255,94,79
44355,6,38
45077,59,97
35970,57,66
56941,37,74
9048,91,58
72168,16,49
74770,51,69
9006,18,42
4111,29,37
69396,92,68
37883,82,76
43595,44,62
13780,47,37
10177,70,42
30527,15,44
20287,43,64
3980,38,37
62603,69,35
4469,23,38
39528,86,95
26415,17,73
22412,82,39
7626,67,82
14319,58,67
4800,17,95
63937,20,57
61603,17,80
45857,30,86
2698,6,37
72838,74,73
32135,88,41
6514,5,100
14372,39,75
38279,37,45
29028,99,74
62547,46,69
7019,77,66
51913,79,92
60727,90,78
25670,95,53
38785,25,58
17443,97,93
36258,100,89
88101,20,69
73003,71,56
30571,46,44
43722,43,86
58531,3,93
33923,62,78
74609,2,41
40299,73,91
42318,47,95
37050,29,94
38805,69,96
20172,37,98
70246,98,43
74041,74,43
62882,98,80
58489,53,96
32506,27,49
63381,27,73
69965,81,50
81829,19,45
24279,96,44
47453,30,56
81616,84,78
66083,60,63
26069,5,51
37620,35,43
85207,78,94
4568,44,47
60986,80,80
10288,100,81
20265,69,55
24640,70,70
57764,54,47
61450,54,76
56112,31,51
71373,26,75
49382,76,38
51001,9,66
88336,65,59
61994,20,58
30462,76,63
25569,46,97
85114,58,52
21493,73,86
57502,26,49
52055,41,77
70804,22,60
80170,43,93
63560,100,82
68284,18,68
59046,30,78
1315,14,75
28294,8,48
31437,75,73
34210,91,93
61220,56,45
15861,47,100
36336,91,50
38160,37,69
4387,37,91
55060,23,78
3248,6,41
45266,31,45
7251,85,84
71074,6,90
36850,69,84
88866,73,63
86429,53,41
29429,45,66
45454,8,72
3648,86,35
57947,15,71
87867,67,43
41022,31,36
62607,97,82
53746,93,62
73447,23,49
71295,59,43
1024,37,91
66404,66,63
39446,12,88
23228,38,47
30089,30,36
81189,82,52
30554,12,44
44321,42,73
44659,52,84
83687,29,80
2065,86,93
11248,15,95
55134,47,40
88520,21,46
49670,69,86
17259,14,46
74346,3,94
28734,37,44
61090,98,43
48817,4,76
52198,11,88
70468,57,50
20924,59,81
21404,93,81
59909,94,99
72042,4,73
34523,83,82
36936,68,47
36822,27,100
34968,55,83
42160,13,45
37691,58,42
35245,93,81
26784,13,93
70397,41,39
4124,93,96
58302,96,41
27766,31,35
951,91,70
5940,61,71
60945,59,70
55978,44,42
1930,73,69
67513,4,66
6057,11,64
62578,5,99
56942,8,75
53101,15,74
10021,20,63
32216,87,60
56277,1,94
86788,76,42
13946,18,42
85847,69,42
53957,61,63
22459,13,88
58275,67,76
79522,44,72
5845,100,40
23010,67,49
4107,61,90
49900,80,41
17515,94,76
15209,23,35
38719,87,59
65649,71,59
43835,59,62
14283,49,79
73366,82,99
39786,45,64
22899,97,71
10591,56,58
29665,41,74
76791,52,98
28545,77,86
59222,16,68
85413,27,67
77458,63,40
81751,46,77
28437,43,35
41654,82,93
50063,4,97
85450,63,64
36994,26,86
5434,87,40
36699,4,78
58599,76,100
58948,39,82
27655,75,46
61269,100,62
17227,49,72
611,61,44
84423,99,56
37078,32,53
85094,3,87
7341,6,100
9343,36,66
50544,4,70
33884,97,69
844,23,62
79574,42,72
41834,44,73
83464,36,38
40599,22,72
49145,33,92
83004,86,93
86013,90,78
62707,64,70
51068,2,45
625,3,98
76307,25,67
24380,53,42
877,68,78
32985,39,49
89372,53,41
1660,9,58
32016,2,88
699,81,59
45978,98,65
52621,55,63
87042,55,83
72389,37,79
63781,93,89
24841,98,57
45013,7,95
4042,99,99
43933,77,54
84372,28,59
80550,36,94
75000,45,70
21518,15,90
66935,73,65
1341,6,85
39506,96,51
39205,55,65
16381,34,83
30241,27,45
77930,3,38
7719,15,58
89023,100,58
3768,92,43
45128,78,42
59872,72,92
29918,81,86
9346,33,83
54023,47,89
64886,55,38
32207,57,51
60584,17,41
57049,3,79
85472,17,42
45337,11,83
69058,25,77
53260,60,42
80600,64,91
76353,25,68
69375,97,65
6412,97,44
14729,52,60
3233,46,72
31535,8,77
66076,53,35
20446,15,37
31042,81,88
31919,43,47
17083,31,66
65864,11,94
37751,78,82
38687,98,44
79096,38,40
67008,71,59
52623,31,51
20208,37,50
23417,37,78
76653,85,46
2907,27,68
57566,17,75
12755,24,73
56818,86,72
3706,4,83
66896,29,83
53287,62,89
43138,61,42
17,21,74
81711,10,95
47011,61,79
65392,34,81
72547,85,86
51276,59,66
28252,100,93
72737,83,92
79551,78,68
31912,57,79
57184,55,78
37467,11,88
32145,57,42
9770,78,86
61218,47,48
10730,34,62
63768,24,71
65505,98,51
45508,11,79
89554,18,98
22507,77,43
70706,9,62
50403,76,98
87136,58,86
78890,5,95
72247,21,100
46924,51,42
28454,24,96
3182,100,59
20056,25,88
67534,77,96
65923,56,73
23259,97,79
44452,91,45
45115,17,77
85769,32,63
11713,46,82
24215,41,73
28838,71,73
79417,73,84
72653,63,43
14371,82,54
9978,46,77
52674,76,49
22279,5,78
30199,49,77
16544,42,38
75550,46,50
68165,48,39
52126,15,77
53959,22,75
65772,88,61
30988,84,57
50126,22,98
66733,88,36
55417,80,38
49232,34,37
42759,82,59
48308,46,86
49269,91,87
56278,42,74
77839,61,72
50573,46,96
45707,50,37
62244,100,61
79185,33,59
16258,67,81
36211,39,75
15336,51,72
82951,21,69
43037,59,87
1607,54,60
66098,51,85
62456,81,77
30810,82,45
5691,23,64
44267,20,94
30521,34,48
73687,26,74
63402,55,52
25252,90,95
74673,50,44
12529,57,82
79703,67,61
75047,20,94
75482,80,63
44669,48,48
2840,99,93
4223,79,50
62569,30,86
9795,92,41
31007,69,84
15877,52,90
18989,10,82
14235,34,91
21340,11,35
59549,49,62
15674,20,51
80111,96,35
1066,58,84
5134,5,96
45103,59,71
84122,64,42
31684,29,92
2896,86,92
25466,41,58
80556,26,58
38982,49,67
8061,48,91
11460,93,62
2666,49,80
42065,74,37
9972,25,43
16861,80,35
44709,37,76
1673,80,100
36552,58,79
5458,90,68
19074,53,63
50502,97,63
24440,38,92
35286,83,56
78494,30,53
1405,55,50
13017,68,100
60504,100,73
69272,13,55
87826,42,59
28384,32,83
66798,92,92
18923,8,98
8238,70,80
59799,28,78
32682,63,82
37785,8,48
3680,35,97
22239,84,67
22145,85,82
28148,41,86
26287,37,81
73881,39,86
28181,9,81
54851,99,40
16671,20,100
86513,56,74
87975,79,42
75578,18,53
84522,26,84
79473,13,88
46500,18,93
3728,76,75
30321,78,82
3750,17,58
67011,79,94
46064,22,64
20531,24,45
30800,33,93
11984,58,56
53844,90,97
77828,82,86
54165,43,97
62958,81,75
67529,57,65
81277,22,43
35716,36,75
56940,54,99
37221,76,61
43340,53,39
42604,59,99
83565,38,60
43572,13,86
27238,48,59
6796,13,70
34864,52,96
52796,47,46
79916,49,38
39972,83,39
6359,71,86
64629,85,90
81323,36,88
19962,44,78
24963,6,94
13823,89,100
14208,44,80
128,61,91
1687,80,76
72780,100,53
67798,59,88
40690,52,40
84933,62,84
73548,67,60
1056,49,45
13417,45,87
71183,20,91
8915,52,60
41208,37,49
51875,17,65
62620,38,47
28591,96,53
59310,63,43
79645,71,90
55460,80,84
74665,55,59
79225,16,59
52541,28,89
3982,86,36
22428,90,95
26912,98,87
12903,91,75
33886,74,48
34914,4,41
6622,54,77
29854,55,94
15243,18,100
88093,41,72
36234,90,97
61867,44,47
70231,85,47
23465,14,81
55727,93,93
72202,26,80
35993,42,69
29421,34,61
29936,70,68
9729,38,76
60999,36,62
31193,3,67
17575,43,49
81426,95,50
75372,19,98
31571,65,49
5425,77,96
40362,28,68
38165,97,96
76675,42,77
84379,31,52
34060,57,67
11761,92,95
7715,79,41
48893,26,51
1721,64,68
64836,79,49
16930,19,51
2856,82,56
28994,71,56
75728,45,44
87502,17,88
12011,99,51
2779,76,39
14036,52,96
7193,18,63
73167,67,100
59665,10,96
55322,90,93
7984,64,98
81969,28,77
80802,55,61
74790,7,86
21665,97,100
5310,2,79
60767,28,80
35914,63,78
52694,30,52
42502,68,78
48701,31,35
39946,17,43
46508,87,37
78056,65,35
13805,75,92
16134,4,77
59379,86,63
32775,39,85
72503,85,98
38372,94,37
35949,90,86
6525,16,35
45959,31,56
54238,40,52
86725,22,58
41448,32,37
4528,69,90
72959,27,70
87188,46,43
67607,67,88
64376,59,87
28136,89,75
56870,15,50
75107,39,99
27622,6,84
73409,89,56
29988,54,87
308,55,57
69149,19,100
73144,28,85
35182,33,78
67339,100,71
19731,8,58
24761,99,35
27278,74,82
24662,85,66
46995,87,36
44403,80,74
6704,76,36
46882,52,61
31455,9,46
14373,82,41
28663,28,85
22388,58,90
70553,88,44
57401,96,62
85334,75,87
76714,68,96
71292,37,68
50042,52,40
14561,75,68
58430,37,37
19331,100,59
9838,52,46
31328,9,71
44576,24,93
65677,12,65
88099,19,45
37056,27,94
18108,43,37
70349,84,87
43219,5,74
47761,50,80
62625,26,96
66943,9,98
5481,11,73
46228,48,45
87940,78,61
27615,57,52
30216,55,94
13783,34,80
50291,3,50
18629,26,91
47558,53,89
58978,24,98
1083,5,50
62473,20,42
31215,38,96
67605,97,63
25968,60,97
62066,74,93
27525,46,95
14526,87,41
37966,32,82
60367,4,54
86453,35,62
70964,16,43
5683,52,81
56021,39,80
19471,56,58
88600,70,74
10402,79,65
51825,27,69
74812,11,43
30289,9,47
50913,81,82
12241,52,40
16246,37,50
43228,88,43
81767,3,61
18798,27,41
79352,77,96
80353,60,79
14869,14,70
32381,29,72
51947,91,90
45413,9,40
35508,60,45
1267,72,65
74447,33,74
73336,5,84
54341,87,74
74497,77,53
77559,90,60
64531,98,87
74123,57,90
33590,10,92
14326,34,54
3357,5,97
50588,38,65
58629,40,46
4528,13,53
81206,48,48
72045,3,71
6441,39,45
70808,39,91
72290,46,57
16997,78,53
56394,41,50
86813,83,99
73866,51,72
28324,82,66
54259,85,68
7817,91,39
6955,92,49
67975,16,80
58656,36,60
34934,39,97
57670,97,42
78864,48,83
16217,80,61
46628,17,51
52680,14,97
26779,9,69
64670,59,79
18169,98,90
45962,28,36
23660,73,49
10442,36,82
33864,94,96
82644,92,78
6046,35,68
46729,54,100
25061,12,77
78872,76,76
48360,33,95
19630,96,83
65365,73,67
17983,3,84
70722,97,83
80153,57,49
59253,89,92
87138,49,45
73094,73,100
9123,19,80
71707,97,35
5647,54,75
47180,30,89
43849,59,96
40148,10,73
74393,21,52
37900,6,88
6246,24,74
29600,64,62
44865,33,100
33691,28,92
7597,79,89
58375,15,41
33353,76,36
42167,91,71
13520,54,76
51371,86,62
30313,80,41
46281,18,62
20990,71,64
8808,16,92
49338,93,51
35851,34,56
22882,22,98
17523,19,67
73367,34,49
80496,85,96
80052,51,60
30938,27,40
15786,40,68
62460,2,71
649,24,69
26070,87,100
16816,93,42
35777,83,80
76582,66,36
53509,31,67
6281,36,46
52152,14,43
86416,76,86
6553,28,71
69724,100,80
38999,81,75
61509,44,60
89970,23,59
46565,32,50
13557,14,61
9798,75,94
58762,22,74
59524,12,95
3176,13,78
80395,99,60
53938,61,49
63413,89,77
9199,49,47
63800,64,94
61475,54,59
85830,70,76
76155,2,36
35669,62,46
56623,78,100
49537,63,94
49472,15,51
75182,17,76
47526,23,84
66365,94,80
30918,64,82
81022,51,95
82794,18,40
74799,82,64
26477,2,61
19772,78,69
46544,85,38
19564,78,99
28931,78,56
43875,46,69
23040,14,96
12891,10,46
65800,99,40
86146,66,53
89307,84,80
17116,38,99
69628,95,88
10192,52,53
15766,22,53
65417,61,79
54796,5,68
15504,47,74
10763,83,82
81410,53,95
56897,68,47
16904,30,95
47662,24,74
21632,53,41
38135,57,90
3879,94,80
53449,25,78
63489,33,39
21702,15,61
56509,85,44
42351,78,53
37077,14,48
2167,27,90
71204,77,96
82044,11,84
9778,74,89
79172,81,98
57555,36,91
7616,55,88
10357,18,39
47727,33,85
7314,48,66
54874,29,96
14561,57,57
29694,16,36
73748,34,82
3509,26,72
73686,80,74
68819,75,87
86000,88,37
30652,63,92
54798,46,42
80753,2,45
35462,22,88
61816,69,97
80410,53,78
47965,98,49
44553,11,96
62489,7,92
68834,78,47
67069,33,78
57472,28,43
10367,75,37
14461,6,74
70751,73,73
85706,16,83
47655,88,63
87948,74,91
8221,9,47
64464,43,52
47497,78,94
25029,28,83
42391,1,58
69861,31,83
64887,46,89
36209,14,55
84533,20,46
9314,62,81
57951,53,53
63797,52,56
75704,17,95
30562,71,76
73428,34,36
82270,27,100
12704,46,64
52220,92,43
36571,96,67
85402,31,38
76452,97,35
25645,52,57
22338,82,97
70448,57,54
41078,43,46
43242,94,41
4969,37,49
79297,97,87
523,96,72
79364,50,78
9060,45,52
77225,12,56
9837,41,94
3780,33,61
78571,24,66
25319,61,70
74411,95,36
52963,5,64
53161,64,48
11504,23,35
42672,79,93
21956,94,44
81524,72,82
11326,14,81
47985,65,36
17528,55,75
17049,88,40
26291,43,65
8646,92,79
39531,87,55
54055,31,87
49857,65,59
26352,60,99
25444,32,50
46126,78,58
84672,10,50
70565,40,60
77495,47,79
41045,98,86
45721,91,52
42145,59,70
70406,13,90
40597,27,93
14592,37,81
35683,88,57
70980,96,53
38030,95,53
82474,95,80
14271,66,59
82896,68,40
70097,69,70
18204,62,57
84775,91,83
12333,99,57
64231,49,82
59997,25,60
89598,84,75
48702,83,64
33874,13,50
15815,7,43
89063,36,100
24956,80,87
4104,21,73
25512,8,89
4484,75,94
20081,68,40
59237,4,84
24135,40,56
71826,11,43
58429,53,66
78669,29,98
58859,32,60
54492,53,69
86491,85,63
52214,48,51
44474,62,59
52705,64,72
66612,22,86
81576,34,81
49916,55,70
64766,20,66
27806,61,59
55426,29,37
6176,1,77
28249,56,79
14742,85,35
83976,40,99
76828,21,64
50832,71,44
46924,75,44
25285,46,68
5491,35,62
11079,85,48
54634,39,37
39908,41,60
85260,78,45
7846,3,80
65004,68,90
36169,50,93
26219,11,94
72976,18,96
15226,81,75
89691,79,55
22314,51,94
54400,78,38
61240,97,51
27842,80,96
78486,72,51
79664,41,68
27804,63,57
63719,25,61
32194,97,59
79472,61,96
22230,95,76
51180,97,72
52031,76,57
46430,21,81
3860,55,67
41219,50,42
71173,37,81
25967,32,95
6254,94,84
21071,87,59
37568,4,40
48395,71,37
18954,50,78
44441,56,40
64114,69,87
51884,41,86
45238,7,87
78530,53,46
23361,34,35
917,45,54
47327,27,64
16434,80,40
32127,78,82
39721,42,40
70106,52,40
40539,32,63
73283,3,70
7113,92,70
13598,64,55
68369,72,95
51632,35,82
35912,2,68
38661,37,91
4203,41,54
51923,15,53
1591,40,38
87683,8,71
40001,77,75
25058,92,81
32443,16,90
51084,61,95
26855,44,68
41352,22,96
4806,26,65
84025,81,79
2155,34,47
32233,55,84
50184,19,73
849,56,53
63362,88,42
86713,10,79
21946,15,66
35980,89,41
56702,50,97
43440,94,44
45025,4,96
64291,75,73
72077,77,55
43870,48,89
21388,60,54
2301,89,91
6579,54,75
33381,25,81
72079,22,89
79692,98,99
2763,19,66
10865,16,64
45880,55,86
86596,98,56
33412,1,53
47214,42,69
27846,36,91
57016,98,53
26761,93,51
6121,46,73
20933,38,41
57738,6,66
73292,65,35
58042,93,64
73345,13,60
84619,69,61
52061,95,57
3263,64,37
52941,79,65
47229,60,53
75545,51,40
44605,7,99
81724,26,94
32153,56,49
50231,98,76
4752,39,65
23716,18,47
34506,14,51
42916,70,78
62561,9,75
26320,45,55
62417,38,70
55971,18,91
49258,11,43
59451,3,43
87231,7,42
15720,34,70
27057,57,67
20301,97,76
87208,17,44
71809,90,100
82243,87,73
33578,4,44
39769,55,37
34180,94,62
81549,27,75
14220,6,56
10760,76,41
60458,34,75
33191,80,51
33987,27,36
84630,9,96
29359,28,89
33530,59,75
1264,86,77
14712,65,86
54419,25,100
18521,24,67
10401,52,59
23583,27,49
3479,52,45
75370,72,96
86586,100,45
80433,75,68
78054,23,60
54886,69,35
23414,43,40
5766,31,69
14849,25,72
2108,61,65
73103,46,58
13777,62,89
36487,33,97
51587,51,64
52878,79,48
89531,38,95
75814,94,90
23269,77,88
12069,89,49
50034,49,62
13967,82,50
10038,36,55
27631,56,76
43695,11,97
14752,14,39
56327,97,62
41639,42,53
77022,85,49
46512,55,83
33420,44,43
5958,46,45
66850,20,45
54120,51,55
64977,30,40
52886,37,53
64922,62,82
19643,64,51
80190,75,87
10903,93,100
11796,35,47
28737,9,71
36110,100,54
29508,82,44
75271,37,71
44105,31,49
3097,11,56
76793,89,93
5844,63,61
56109,25,41
13860,33,82
37674,74,87
31702,7,80
15725,92,60
15676,82,55
60760,20,50
36978,23,97
33577,93,47
25865,80,81
66769,33,38
58150,67,71
45493,60,51
45910,60,86
21083,7,77
5557,12,44
39859,6,69
17802,71,35
24307,91,58
8673,52,76
74567,66,67
50587,71,48
78723,76,53
77295,65,87
72231,20,48
64351,16,66
8980,97,39
86636,27,86
35606,89,72
32149,93,53
45697,66,65
41366,35,91
29978,83,56
52620,91,50
78585,19,100
71040,43,83
81938,2,80
24533,77,77
56754,24,54
27102,17,61
70999,23,93
86184,16,52
78439,69,50
5283,11,89
75055,41,98
59022,44,93
11294,16,58
41373,68,56
35728,46,69
45378,89,73
18190,39,94
56135,76,47
58969,97,54
60542,70,59
84107,15,91
26103,81,36
55054,46,83
29161,25,54
44048,97,62
88971,80,62
56076,90,89
38045,43,50
45885,22,88
11152,81,67
75728,64,82
46432,10,51
53382,85,57
84757,95,39
43684,59,45
47764,42,54
79641,77,66
85310,26,100
67434,30,58
69058,24,55
59546,47,35
13424,34,69
5948,22,52
83318,3,81
41660,95,58
57039,54,90
53923,54,76
32343,48,61
78825,95,38
55622,84,72
25652,34,83
61949,49,37
23835,97,82
1505,40,69
58000,31,40
49256,51,45
35564,64,98
79504,35,83
69040,20,59
4462,72,53
55849,17,39
80390,85,91
10535,88,44
42579,22,60
13007,13,48
88439,5,89
26176,94,92
70998,16,97
43782,91,63
55162,10,99
28166,18,82
48077,84,59
57115,44,66
75636,26,66
7052,53,85
33689,9,40
46701,71,62
